,matchid,player,date,team,accessed,opponent,Loc,G,A,PKSave,Ylw,Red,GLC,LMT,ELG,OG,MotM,SubOffMin,SubOnMin,SoT,KP,Drb,tkl,int,clr,blk,saves,AccCross,AccLB
0,1908346,Carl Rushworth,16-Aug-25,Coventry,2026-05-08,Derby,Away,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,5
1,1908346,Milan van Ewijk,16-Aug-25,Coventry,2026-05-08,Derby,Away,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,7,0,,0,0
2,1908346,Liam Kitching,16-Aug-25,Coventry,2026-05-08,Derby,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,7,0,,0,3
3,1908346,Bobby Thomas,16-Aug-25,Coventry,2026-05-08,Derby,Away,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,,0,4
4,1908346,Jay Dasilva,16-Aug-25,Coventry,2026-05-08,Derby,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,3,0,,1,3
5,1908346,Victor Torp,16-Aug-25,Coventry,2026-05-08,Derby,Away,1,0,0,0,0,0,0,0,0,0,94,0,3,0,0,1,1,1,0,,0,1
6,1908346,Matt Grimes,16-Aug-25,Coventry,2026-05-08,Derby,Away,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,2,1,,2,5
7,1908346,Brandon Thomas-Asante,16-Aug-25,Coventry,2026-05-08,Derby,Away,1,0,0,0,0,0,0,0,0,0,96,0,1,0,0,1,0,1,1,,0,0
8,1908346,Jack Rudoni,16-Aug-25,Coventry,2026-05-08,Derby,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,0,0
9,1908346,Ephron Mason-Clark,16-Aug-25,Coventry,2026-05-08,Derby,Away,1,0,0,0,0,0,0,0,0,1,90,0,2,3,1,1,0,1,0,,1,0
10,1908346,Haji Wright,16-Aug-25,Coventry,2026-05-08,Derby,Away,1,0,0,1,0,0,0,0,0,0,90,0,2,1,0,0,0,0,0,,0,0
11,1908346,Raphael Borges Rodrigues,16-Aug-25,Coventry,2026-05-08,Derby,Away,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,2,0,,0,0
12,1908346,Kaine Kesler-Hayden,16-Aug-25,Coventry,2026-05-08,Derby,Away,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,0,,0,0
13,1908346,Ellis Simms,16-Aug-25,Coventry,2026-05-08,Derby,Away,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,,0,0
14,1908346,Jamie Allen,16-Aug-25,Coventry,2026-05-08,Derby,Away,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,1,,0,0
15,1908346,Miguel Ángel Brau,16-Aug-25,Coventry,2026-05-08,Derby,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
16,1908346,Justin Obikwu,16-Aug-25,Coventry,2026-05-08,Derby,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
17,1908346,Kai Andrews,16-Aug-25,Coventry,2026-05-08,Derby,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
18,1908346,Jake Bidwell,16-Aug-25,Coventry,2026-05-08,Derby,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
19,1908346,Ben Wilson,16-Aug-25,Coventry,2026-05-08,Derby,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,1943422,Ben Wilson,26-Aug-25,Coventry,2026-05-08,Millwall,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,,0,9
1,1943422,Kaine Kesler-Hayden,26-Aug-25,Coventry,2026-05-08,Millwall,Away,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,4,3,,1,2
2,1943422,Bobby Thomas,26-Aug-25,Coventry,2026-05-08,Millwall,Away,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,1,0,2,0,,0,2
3,1943422,Jake Bidwell,26-Aug-25,Coventry,2026-05-08,Millwall,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,,0,0
4,1943422,Miguel Ángel Brau,26-Aug-25,Coventry,2026-05-08,Millwall,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,3,1,,1,2
5,1943422,Brandon Thomas-Asante,26-Aug-25,Coventry,2026-05-08,Millwall,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0
6,1943422,Jamie Allen,26-Aug-25,Coventry,2026-05-08,Millwall,Away,0,0,0,0,0,0,0,0,0,0,68,0,0,0,1,0,1,0,0,,0,1
7,1943422,Matt Grimes,26-Aug-25,Coventry,2026-05-08,Millwall,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,,4,1
8,1943422,Raphael Borges Rodrigues,26-Aug-25,Coventry,2026-05-08,Millwall,Away,0,0,0,1,0,0,0,0,0,0,59,0,0,1,1,1,1,0,0,,0,0
9,1943422,Kai Andrews,26-Aug-25,Coventry,2026-05-08,Millwall,Away,0,0,0,0,0,0,0,0,0,0,59,0,0,1,1,1,0,1,0,,0,0
10,1943422,Ellis Simms,26-Aug-25,Coventry,2026-05-08,Millwall,Away,0,0,0,0,0,0,0,0,0,0,68,0,1,0,0,0,0,0,0,,0,0
11,1943422,Victor Torp,26-Aug-25,Coventry,2026-05-08,Millwall,Away,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,1,1,0,0,,0,0
12,1943422,Haji Wright,26-Aug-25,Coventry,2026-05-08,Millwall,Away,1,0,0,0,0,0,0,0,0,0,0,68,2,0,1,0,0,0,0,,0,0
13,1943422,Liam Kitching,26-Aug-25,Coventry,2026-05-08,Millwall,Away,0,0,0,1,0,0,0,0,0,0,0,45,0,0,0,0,0,4,0,,0,1
14,1943422,Jack Rudoni,26-Aug-25,Coventry,2026-05-08,Millwall,Away,0,0,0,0,0,0,0,0,0,0,0,59,1,0,2,1,1,0,0,,0,0
15,1943422,Jay Dasilva,26-Aug-25,Coventry,2026-05-08,Millwall,Away,0,0,0,0,0,0,0,0,0,0,0,59,0,1,0,0,0,0,0,,2,1
16,1943422,Milan van Ewijk,26-Aug-25,Coventry,2026-05-08,Millwall,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
17,1943422,Justin Obikwu,26-Aug-25,Coventry,2026-05-08,Millwall,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
18,1943422,Callum Perry,26-Aug-25,Coventry,2026-05-08,Millwall,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
19,1943422,Carl Rushworth,26-Aug-25,Coventry,2026-05-08,Millwall,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,1908397,Carl Rushworth,30-Aug-25,Coventry,2026-05-08,Oxford,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9
1,1908397,Milan van Ewijk,30-Aug-25,Coventry,2026-05-08,Oxford,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,1
2,1908397,Liam Kitching,30-Aug-25,Coventry,2026-05-08,Oxford,Away,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,6,0,,0,2
3,1908397,Bobby Thomas,30-Aug-25,Coventry,2026-05-08,Oxford,Away,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,,0,3
4,1908397,Jay Dasilva,30-Aug-25,Coventry,2026-05-08,Oxford,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,1,0,,0,1
5,1908397,Victor Torp,30-Aug-25,Coventry,2026-05-08,Oxford,Away,1,0,0,1,0,0,0,0,0,1,0,0,2,1,2,0,2,0,1,,0,1
6,1908397,Matt Grimes,30-Aug-25,Coventry,2026-05-08,Oxford,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,,2,5
7,1908397,Brandon Thomas-Asante,30-Aug-25,Coventry,2026-05-08,Oxford,Away,0,0,0,0,0,0,0,0,0,0,86,0,1,1,1,0,1,1,0,,0,0
8,1908397,Jack Rudoni,30-Aug-25,Coventry,2026-05-08,Oxford,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,1,0,0,,1,0
9,1908397,Ephron Mason-Clark,30-Aug-25,Coventry,2026-05-08,Oxford,Away,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,,0,1
10,1908397,Haji Wright,30-Aug-25,Coventry,2026-05-08,Oxford,Away,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,0,0
11,1908397,Tatsuhiro Sakamoto,30-Aug-25,Coventry,2026-05-08,Oxford,Away,0,0,0,0,0,0,0,0,0,0,0,86,0,1,0,0,0,0,0,,0,0
12,1908397,Raphael Borges Rodrigues,30-Aug-25,Coventry,2026-05-08,Oxford,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
13,1908397,Miguel Ángel Brau,30-Aug-25,Coventry,2026-05-08,Oxford,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
14,1908397,Kaine Kesler-Hayden,30-Aug-25,Coventry,2026-05-08,Oxford,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
15,1908397,Ellis Simms,30-Aug-25,Coventry,2026-05-08,Oxford,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
16,1908397,Jake Bidwell,30-Aug-25,Coventry,2026-05-08,Oxford,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
17,1908397,Jamie Allen,30-Aug-25,Coventry,2026-05-08,Oxford,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
18,1908397,Ben Wilson,30-Aug-25,Coventry,2026-05-08,Oxford,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
19,1908397,Ben Sheaf,30-Aug-25,Coventry,2026-05-08,Oxford,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,1908359,Carl Rushworth,20-Sep-25,Coventry,2026-05-08,Leicester,Away,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,3
1,1908359,Milan van Ewijk,20-Sep-25,Coventry,2026-05-08,Leicester,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,,0,2
2,1908359,Liam Kitching,20-Sep-25,Coventry,2026-05-08,Leicester,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,0,4
3,1908359,Bobby Thomas,20-Sep-25,Coventry,2026-05-08,Leicester,Away,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,2,3,,0,4
4,1908359,Jay Dasilva,20-Sep-25,Coventry,2026-05-08,Leicester,Away,0,0,0,1,0,0,0,0,0,0,68,0,0,0,0,4,1,0,1,,0,1
5,1908359,Victor Torp,20-Sep-25,Coventry,2026-05-08,Leicester,Away,0,0,0,0,0,0,0,0,0,0,75,0,0,1,0,0,3,1,0,,0,1
6,1908359,Matt Grimes,20-Sep-25,Coventry,2026-05-08,Leicester,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,0,0,,1,2
7,1908359,Tatsuhiro Sakamoto,20-Sep-25,Coventry,2026-05-08,Leicester,Away,0,0,0,0,0,0,0,0,0,0,75,0,0,1,0,2,0,0,0,,1,0
8,1908359,Jack Rudoni,20-Sep-25,Coventry,2026-05-08,Leicester,Away,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,,1,0
9,1908359,Brandon Thomas-Asante,20-Sep-25,Coventry,2026-05-08,Leicester,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,1,,1,0
10,1908359,Haji Wright,20-Sep-25,Coventry,2026-05-08,Leicester,Away,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,1,0,3,0,,0,0
11,1908359,Josh Eccles,20-Sep-25,Coventry,2026-05-08,Leicester,Away,0,0,0,1,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,,0,0
12,1908359,Ellis Simms,20-Sep-25,Coventry,2026-05-08,Leicester,Away,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,1,0,,0,0
13,1908359,Jake Bidwell,20-Sep-25,Coventry,2026-05-08,Leicester,Away,0,0,0,1,0,0,0,0,0,0,0,68,0,0,0,0,0,0,1,,0,0
14,1908359,Jamie Allen,20-Sep-25,Coventry,2026-05-08,Leicester,Away,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,,0,0
15,1908359,Miguel Ángel Brau,20-Sep-25,Coventry,2026-05-08,Leicester,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
16,1908359,Ben Wilson,20-Sep-25,Coventry,2026-05-08,Leicester,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
17,1908359,Callum Perry,20-Sep-25,Coventry,2026-05-08,Leicester,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
18,1908359,Kai Andrews,20-Sep-25,Coventry,2026-05-08,Leicester,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
19,1908359,Luke Woolfenden,20-Sep-25,Coventry,2026-05-08,Leicester,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,1908624,Carl Rushworth,01-Oct-25,Coventry,2026-05-08,Millwall,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
1,1908624,Milan van Ewijk,01-Oct-25,Coventry,2026-05-08,Millwall,Away,0,3,0,1,0,0,1,0,0,1,0,0,0,2,1,2,2,1,0,,1,1
2,1908624,Liam Kitching,01-Oct-25,Coventry,2026-05-08,Millwall,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,1,,0,1
3,1908624,Bobby Thomas,01-Oct-25,Coventry,2026-05-08,Millwall,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,,0,4
4,1908624,Jay Dasilva,01-Oct-25,Coventry,2026-05-08,Millwall,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,0,1
5,1908624,Victor Torp,01-Oct-25,Coventry,2026-05-08,Millwall,Away,0,0,0,0,0,0,0,0,0,0,52,0,1,0,2,0,0,1,0,,1,1
6,1908624,Matt Grimes,01-Oct-25,Coventry,2026-05-08,Millwall,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,,3,0
7,1908624,Tatsuhiro Sakamoto,01-Oct-25,Coventry,2026-05-08,Millwall,Away,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,1,1,0,0,,0,0
8,1908624,Josh Eccles,01-Oct-25,Coventry,2026-05-08,Millwall,Away,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,1,0,0,0,,0,0
9,1908624,Brandon Thomas-Asante,01-Oct-25,Coventry,2026-05-08,Millwall,Away,0,1,0,0,0,0,0,0,0,0,82,0,0,1,2,2,3,0,0,,0,0
10,1908624,Haji Wright,01-Oct-25,Coventry,2026-05-08,Millwall,Away,2,0,0,1,0,0,0,0,0,0,71,0,2,0,0,0,0,1,0,,0,0
11,1908624,Kai Andrews,01-Oct-25,Coventry,2026-05-08,Millwall,Away,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,,0,0
12,1908624,Kaine Kesler-Hayden,01-Oct-25,Coventry,2026-05-08,Millwall,Away,1,0,0,0,0,0,0,0,0,0,0,71,1,0,0,1,1,0,0,,0,0
13,1908624,Ellis Simms,01-Oct-25,Coventry,2026-05-08,Millwall,Away,1,0,0,0,0,0,0,0,0,0,0,71,1,1,0,0,0,1,0,,0,0
14,1908624,Jamie Allen,01-Oct-25,Coventry,2026-05-08,Millwall,Away,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,1,1,0,,0,1
15,1908624,Luke Woolfenden,01-Oct-25,Coventry,2026-05-08,Millwall,Away,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,1,0,,0,0
16,1908624,Miguel Ángel Brau,01-Oct-25,Coventry,2026-05-08,Millwall,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
17,1908624,Ephron Mason-Clark,01-Oct-25,Coventry,2026-05-08,Millwall,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
18,1908624,Jake Bidwell,01-Oct-25,Coventry,2026-05-08,Millwall,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
19,1908624,Ben Wilson,01-Oct-25,Coventry,2026-05-08,Millwall,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,1908448,Carl Rushworth,04-Oct-25,Coventry,2026-05-08,Sheffield Wednesday,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,5
1,1908448,Milan van Ewijk,04-Oct-25,Coventry,2026-05-08,Sheffield Wednesday,Away,0,0,0,0,0,0,0,0,0,0,62,0,0,1,1,2,0,2,0,,0,1
2,1908448,Liam Kitching,04-Oct-25,Coventry,2026-05-08,Sheffield Wednesday,Away,0,0,0,0,0,0,0,0,0,0,52,0,0,0,1,1,0,7,0,,0,1
3,1908448,Bobby Thomas,04-Oct-25,Coventry,2026-05-08,Sheffield Wednesday,Away,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,9,0,,0,2
4,1908448,Jay Dasilva,04-Oct-25,Coventry,2026-05-08,Sheffield Wednesday,Away,0,0,0,1,0,0,0,0,0,0,62,0,0,1,0,1,2,4,0,,1,1
5,1908448,Jamie Allen,04-Oct-25,Coventry,2026-05-08,Sheffield Wednesday,Away,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,3,0,,0,0
6,1908448,Matt Grimes,04-Oct-25,Coventry,2026-05-08,Sheffield Wednesday,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,3,0,,8,5
7,1908448,Tatsuhiro Sakamoto,04-Oct-25,Coventry,2026-05-08,Sheffield Wednesday,Away,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,3,0,0,,0,1
8,1908448,Brandon Thomas-Asante,04-Oct-25,Coventry,2026-05-08,Sheffield Wednesday,Away,2,0,0,0,0,0,0,0,0,1,0,0,3,3,2,0,1,1,0,,1,1
9,1908448,Ephron Mason-Clark,04-Oct-25,Coventry,2026-05-08,Sheffield Wednesday,Away,0,0,0,0,0,0,0,0,0,0,53,0,1,0,0,3,0,1,0,,0,1
10,1908448,Haji Wright,04-Oct-25,Coventry,2026-05-08,Sheffield Wednesday,Away,1,0,0,0,0,0,0,0,0,0,73,0,1,0,1,2,0,1,0,,0,2
11,1908448,Kaine Kesler-Hayden,04-Oct-25,Coventry,2026-05-08,Sheffield Wednesday,Away,0,1,0,0,0,0,0,0,0,0,0,62,0,1,0,1,0,3,0,,0,0
12,1908448,Kai Andrews,04-Oct-25,Coventry,2026-05-08,Sheffield Wednesday,Away,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,,0,0
13,1908448,Ellis Simms,04-Oct-25,Coventry,2026-05-08,Sheffield Wednesday,Away,1,0,0,0,0,0,0,0,0,0,0,53,2,1,0,1,0,1,0,,0,0
14,1908448,Jake Bidwell,04-Oct-25,Coventry,2026-05-08,Sheffield Wednesday,Away,0,0,0,0,0,0,0,0,0,0,0,62,0,1,0,0,0,0,0,,0,0
15,1908448,Luke Woolfenden,04-Oct-25,Coventry,2026-05-08,Sheffield Wednesday,Away,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,7,2,,0,0
16,1908448,Victor Torp,04-Oct-25,Coventry,2026-05-08,Sheffield Wednesday,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
17,1908448,Miguel Ángel Brau,04-Oct-25,Coventry,2026-05-08,Sheffield Wednesday,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
18,1908448,Ben Wilson,04-Oct-25,Coventry,2026-05-08,Sheffield Wednesday,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
19,1908448,Oscar Varney,04-Oct-25,Coventry,2026-05-08,Sheffield Wednesday,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,1908516,Carl Rushworth,21-Oct-25,Coventry,2026-05-08,Portsmouth,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,10
1,1908516,Liam Kitching,21-Oct-25,Coventry,2026-05-08,Portsmouth,Away,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,2,14,2,,0,6
2,1908516,Bobby Thomas,21-Oct-25,Coventry,2026-05-08,Portsmouth,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,12,0,,0,1
3,1908516,Luke Woolfenden,21-Oct-25,Coventry,2026-05-08,Portsmouth,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,7,1,,0,0
4,1908516,Milan van Ewijk,21-Oct-25,Coventry,2026-05-08,Portsmouth,Away,0,0,0,1,0,0,0,0,0,0,87,0,0,1,0,2,1,1,0,,0,2
5,1908516,Jay Dasilva,21-Oct-25,Coventry,2026-05-08,Portsmouth,Away,0,0,0,0,0,0,0,0,0,0,87,0,0,2,0,1,2,2,0,,1,3
6,1908516,Victor Torp,21-Oct-25,Coventry,2026-05-08,Portsmouth,Away,0,0,0,0,0,0,0,0,0,0,74,0,0,1,0,0,0,2,0,,0,0
7,1908516,Matt Grimes,21-Oct-25,Coventry,2026-05-08,Portsmouth,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,1,5
8,1908516,Brandon Thomas-Asante,21-Oct-25,Coventry,2026-05-08,Portsmouth,Away,2,0,0,0,0,0,0,0,0,1,0,0,4,1,0,1,1,2,0,,0,1
9,1908516,Ellis Simms,21-Oct-25,Coventry,2026-05-08,Portsmouth,Away,0,3,0,0,0,0,0,0,0,0,0,0,2,4,0,1,1,1,0,,0,0
10,1908516,Ephron Mason-Clark,21-Oct-25,Coventry,2026-05-08,Portsmouth,Away,0,0,0,0,0,0,0,0,0,0,62,0,0,1,0,1,0,0,0,,0,1
11,1908516,Tatsuhiro Sakamoto,21-Oct-25,Coventry,2026-05-08,Portsmouth,Away,0,0,0,0,0,0,0,0,0,0,0,62,0,2,4,0,0,0,0,,0,0
12,1908516,Kaine Kesler-Hayden,21-Oct-25,Coventry,2026-05-08,Portsmouth,Away,0,0,0,0,0,0,0,0,0,0,0,87,1,0,1,0,0,2,0,,0,0
13,1908516,Jake Bidwell,21-Oct-25,Coventry,2026-05-08,Portsmouth,Away,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,2,0,,0,0
14,1908516,Jamie Allen,21-Oct-25,Coventry,2026-05-08,Portsmouth,Away,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,1,0,0,,0,1
15,1908516,Miguel Ángel Brau,21-Oct-25,Coventry,2026-05-08,Portsmouth,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
16,1908516,Haji Wright,21-Oct-25,Coventry,2026-05-08,Portsmouth,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
17,1908516,Josh Eccles,21-Oct-25,Coventry,2026-05-08,Portsmouth,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
18,1908516,Ben Wilson,21-Oct-25,Coventry,2026-05-08,Portsmouth,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
19,1908516,Kai Andrews,21-Oct-25,Coventry,2026-05-08,Portsmouth,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,1908462,Carl Rushworth,31-Oct-25,Coventry,2026-05-08,Wrexham,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10
1,1908462,Kaine Kesler-Hayden,31-Oct-25,Coventry,2026-05-08,Wrexham,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,,0,3
2,1908462,Liam Kitching,31-Oct-25,Coventry,2026-05-08,Wrexham,Away,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,1,1,7,1,,1,4
3,1908462,Luke Woolfenden,31-Oct-25,Coventry,2026-05-08,Wrexham,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,0,,0,0
4,1908462,Jake Bidwell,31-Oct-25,Coventry,2026-05-08,Wrexham,Away,0,0,0,0,0,0,0,0,0,0,73,0,0,0,1,1,1,7,0,,0,1
5,1908462,Tatsuhiro Sakamoto,31-Oct-25,Coventry,2026-05-08,Wrexham,Away,1,1,0,0,0,0,0,0,0,0,0,0,1,2,3,3,0,0,0,,0,2
6,1908462,Jamie Allen,31-Oct-25,Coventry,2026-05-08,Wrexham,Away,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,2,0,,0,3
7,1908462,Matt Grimes,31-Oct-25,Coventry,2026-05-08,Wrexham,Away,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,1,,3,2
8,1908462,Ephron Mason-Clark,31-Oct-25,Coventry,2026-05-08,Wrexham,Away,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,0,,1,0
9,1908462,Haji Wright,31-Oct-25,Coventry,2026-05-08,Wrexham,Away,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,,0,0
10,1908462,Brandon Thomas-Asante,31-Oct-25,Coventry,2026-05-08,Wrexham,Away,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,1,1,0,,0,0
11,1908462,Victor Torp,31-Oct-25,Coventry,2026-05-08,Wrexham,Away,0,1,0,0,0,0,0,0,0,0,0,66,0,4,0,0,0,0,0,,2,0
12,1908462,Josh Eccles,31-Oct-25,Coventry,2026-05-08,Wrexham,Away,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,1,1,0,0,,0,1
13,1908462,Jay Dasilva,31-Oct-25,Coventry,2026-05-08,Wrexham,Away,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,,1,0
14,1908462,Ellis Simms,31-Oct-25,Coventry,2026-05-08,Wrexham,Away,0,0,0,0,0,0,0,0,0,0,0,66,1,0,0,0,0,0,0,,0,0
15,1908462,Joel Latibeaudiere,31-Oct-25,Coventry,2026-05-08,Wrexham,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
16,1908462,Miguel Ángel Brau,31-Oct-25,Coventry,2026-05-08,Wrexham,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
17,1908462,Ben Wilson,31-Oct-25,Coventry,2026-05-08,Wrexham,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
